"twitter","id_str","screen_name","twitter_name","description","followers_count","statuses_count","friends_count","created_at","location","id","bioid","name","gender","type","party"
"repjoeheck","222286905","RepJoeHeck","Congressman Joe Heck","Proudly serving Nevada's 3rd Congressional District",8103,2963,87,"Thu Dec 02 23:59:37 +0000 2010","","02040","H001055","Joseph J. Heck","M","Congress","Republican"
"repjoekennedy","1055907624","RepJoeKennedy","Rep. Joe Kennedy III","Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.",15312,1893,305,"Wed Jan 02 19:33:36 +0000 2013","","02172","K000379","Joseph P. Kennedy III","M","Congress","Democrat"
"repjoepitts","198526130","RepJoePitts","CongressmanJoePitts","Joe Pitts represents the 16th Congressional District of Pennsylvania: http://t.co/NpQGE161wQ",6927,1116,83,"Mon Oct 04 15:09:48 +0000 2010","Pennsylvania","01514","P000373","Joseph R. Pitts","M","Congress","Republican"
"repjoewilson","254082173","RepJoeWilson","Joe Wilson","This is the official Congressional Twitter account for Congressman Joe Wilson (SC-02).",4498,420,249,"Fri Feb 18 15:18:45 +0000 2011","","01688","W000795","Joe Wilson","M","Congress","Republican"
"repjohnconyers","138770045","repjohnconyers","John Conyers","Official Twitter account for John Conyers, Jr., Representing Michigan's 13th Congressional District in the U.S. House of Representatives | RTs ≠ Endorsements",16445,1513,694,"Fri Apr 30 14:49:06 +0000 2010","Detroit/Washington D.C. ","00229","C000714","John Conyers Jr.","M","Congress","Democrat"
"repjohndelaney","937723303","RepJohnDelaney","Rep. John Delaney","Official Twitter page for Congressman John K. Delaney, representing Maryland’s Sixth Congressional District in the U.S. House of Representatives.",4311,2694,939,"Fri Nov 09 20:40:22 +0000 2012","Maryland's Sixth District","02133","D000620","John K. Delaney","M","Congress","Democrat"
"repjohnduncanjr","1883356866","RepJohnDuncanJr","Rep John Duncan Jr. ","Official news and updates from United States Representative John J. Duncan Jr. (R-TN)",1505,306,186,"Thu Sep 19 14:50:04 +0000 2013","Washington DC/TN's 2 District","00322","D000533","John J. Duncan Jr.","M","Congress","Republican"
"repjohnkatko","2966765501","RepJohnKatko","John Katko","The official Twitter account of Rep. John Katko.  Proudly representing New York's 24th Congressional District.",1143,77,104,"Wed Jan 07 21:51:49 +0000 2015","Syracuse, New York","02264","K000386","John Katko","M","Congress","Republican"
"repjohnkline","76350004","repjohnkline","John Kline","Serving my seventh term in Congress, I am married to wife, Vicky. I served 25 years in the Marine Corps, retiring at the rank of Colonel.",7619,2659,185,"Tue Sep 22 14:43:45 +0000 2009","Burnsville, MN","01733","K000363","John Kline","M","Congress","Republican"
"repjohnlarson","50452197","RepJohnLarson","Rep. John Larson","Member of Congress representing the first congressional district of Connecticut.",9928,1317,331,"Wed Jun 24 21:47:31 +0000 2009","Hartford, CT","01583","L000557","John B. Larson","M","Congress","Democrat"
"repjohnlewis","29450962","repjohnlewis","John Lewis","Congressman, Georgia's Fifth Congressional District",81645,1249,155,"Tue Apr 07 13:49:52 +0000 2009","Atlanta, GA","00688","L000287","John Lewis","M","Congress","Democrat"
"repjohnyarmuth","384913290","RepJohnYarmuth","Rep. John Yarmuth","Official Twitter Account for Congressman John Yarmuth, representing the 3rd Congressional District of Kentucky.",9114,1744,275,"Tue Oct 04 15:07:38 +0000 2011","Louisville, KY","01853","Y000062","John A. Yarmuth","M","Congress","Democrat"
"repjoseserrano","33563161","RepJoseSerrano","Jose E. Serrano","Congressman representing the South Bronx, New York.",12136,2643,759,"Mon Apr 20 16:06:56 +0000 2009","Bronx NY-Wash.DC","01042","S000248","José E. Serrano","M","Congress","Democrat"
"repjuanvargas","1260172386","RepJuanVargas","Rep. Juan Vargas","Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire US/Mexico border. #CA51",3491,560,96,"Mon Mar 11 19:04:01 +0000 2013","SD/Imperial Counties, CA","02112","V000130","Juan Vargas","M","Congress","Democrat"
"repjudychu","193732179","RepJudyChu","Judy Chu","Proudly representing California's 27th District in the U.S. House of Representatives. Chair of @CAPAC.",11431,1987,884,"Wed Sep 22 15:18:17 +0000 2010","Pasadena, CA","01970","C001080","Judy Chu","F","Congress","Democrat"
"repkarenbass","239949176","RepKarenBass","Congressmember Bass","Representing California's 37th District, which includes Los Angeles, Hollywood, and Culver City. http://t.co/GIhGdxEhqh",22181,2192,15075,"Tue Jan 18 20:25:36 +0000 2011","Los Angeles & Washington","01996","B001270","Karen Bass","F","Congress","Democrat"
"repkathleenrice","2970462034","RepKathleenRice","Kathleen Rice","Official government account for Congresswoman Kathleen Rice,  representing NY's 4th congressional district (Long Island). Tweets from Kathleen are signed -kr",2068,356,821,"Fri Jan 09 21:18:27 +0000 2015","Long Island, NY","02262","R000602","Kathleen M. Rice","F","Congress","Democrat"
"repkaygranger","161743731","RepKayGranger","OfficeofKayGranger","Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the Appropriations subcommittee on State-Foreign Operations.",8606,1225,1129,"Thu Jul 01 17:14:51 +0000 2010","Texas and Washington","01487","G000377","Kay Granger","F","Congress","Republican"
"repkclark","2293131060","RepKClark","Katherine Clark","Proudly representing the people of the 5th District of Massachusetts. Please visit http://t.co/PxctcPxwGe for more information.",4610,1170,3797,"Wed Jan 15 18:53:47 +0000 2014","","02196","C001101","Katherine M. Clark","F","Congress","Democrat"
"repkenbuck","2862577383","RepKenBuck","Congressman Ken Buck","Husband. Father. Proudly represent the wonderful people of Colorado CD-04.",1257,333,265,"Wed Nov 05 14:49:30 +0000 2014"," Windsor, CO | Washington, DC","02233","B001297","Ken Buck","M","Congress","Republican"
"repkenmarchant","23976316","RepKenMarchant","Kenny Marchant","Proudly representing the 24th Congressional District of Texas | Member of @WaysandMeansGOP and @EdWorkforce Committees",12775,4663,2211,"Thu Mar 12 16:19:18 +0000 2009","Irving and Washington, D.C.","01806","M001158","Kenny Marchant","M","Congress","Republican"
"repkevinbrady","19926675","RepKevinBrady","RepKevinBrady","Dad. Husband. Chairman of House W&M Health Subcommittee and Joint Economic Committee. Deputy Whip. Loves: Baseball and Texas.",13548,7739,398,"Mon Feb 02 19:57:06 +0000 2009","The Woodlands, Texas","01468","B000755","Kevin Brady","M","Congress","Republican"
"repkevincramer","1048784496","RepKevinCramer","Rep. Kevin Cramer","Representing the great people of North Dakota in the United States House of Representatives. Member of @HouseCommerce",4021,963,621,"Sun Dec 30 20:54:06 +0000 2012","","02144","C001096","Kevin Cramer","M","Congress","Republican"
"repkevinyoder","252819642","RepKevinYoder","Rep. Kevin Yoder","I represent the 3rd District of Kansas in the United States Congress, where I serve on the House Appropriations Committee.",8497,4339,1511,"Wed Feb 16 00:04:41 +0000 2011","KS 3rd District & DC","02021","Y000063","Kevin Yoder","M","Congress","Republican"
"repkinzinger","219429281","RepKinzinger","Adam Kinzinger","I represent Illinois' 16th District. It's an honor to serve in Congress on Energy & Commerce and as a pilot in the Air National Guard.",13801,2635,975,"Wed Nov 24 21:04:11 +0000 2010","Channahon, IL","02014","K000378","Adam Kinzinger","M","Congress","Republican"
"repkirkpatrick","1090002997","RepKirkpatrick","Rep. Ann Kirkpatrick","Congresswoman Ann Kirkpatrick, Arizona's District One, is a member of the House Agriculture Committee and the Transportation & Infrastructure Committee.",5637,1291,1093,"Mon Jan 14 19:53:56 +0000 2013","Flagstaff, AZ","01907","K000368","Ann Kirkpatrick","F","Congress","Democrat"
"repkristinoem","235251868","RepKristiNoem","Rep. Kristi Noem","I'm South Dakota's lone Member of the U.S. House of Representatives.  I live in Castlewood, SD with my husband Bryon and three kids Kassidy, Kennedy & Booker.",15348,2393,338,"Fri Jan 07 18:44:34 +0000 2011","Castlewood & Washington","02060","N000184","Kristi L. Noem","F","Congress","Republican"
"replamalfa","1069124515","RepLaMalfa","Rep. Doug LaMalfa","Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties",2459,259,912,"Mon Jan 07 20:07:58 +0000 2013","Northern California","02100","L000578","Doug LaMalfa","M","Congress","Republican"
"replancenj7","613725908","RepLanceNJ7","Rep. Leonard Lance","Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District",3224,908,273,"Wed Jun 20 20:19:40 +0000 2012","","01936","L000567","Leonard Lance","M","Congress","Republican"
"replarrybucshon","234812598","RepLarryBucshon","Larry Bucshon, MD","Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38hemtk",8312,3554,1735,"Thu Jan 06 16:45:56 +0000 2011","Indiana's 8th District  ","02018","B001275","Larry Bucshon","M","Congress","Republican"
"repleezeldin","2750127259","RepLeeZeldin","Lee Zeldin","Official Twitter of U.S. Congressman Lee Zeldin of New York's 1st Congressional District.",1014,118,281,"Wed Aug 20 19:25:47 +0000 2014","","02261","Z000017","Lee M. Zeldin","M","Congress","Republican"
"replindasanchez","312134473","RepLindaSanchez","Linda T. Sánchez","Proudly Representing CA's 38th Congressional District; Chair of Congressional Hispanic Caucus; Ranking Member on House Ethics Committee; Diehard Dodgers Fan.",7594,1620,1240,"Mon Jun 06 16:50:45 +0000 2011","Lakewood,CA and Washington,DC","01757","S001156","Linda T. Sánchez","F","Congress","Democrat"
"replipinski","1009269193","RepLipinski","Rep. Daniel Lipinski","Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at http://t.co/The2w76j",2550,808,771,"Thu Dec 13 17:03:06 +0000 2012","","01781","L000563","Daniel Lipinski","M","Congress","Democrat"
"replloyddoggett","153944899","RepLloydDoggett","Lloyd Doggett","Representing communities from San Antonio to Austin.",10624,1835,313,"Wed Jun 09 23:53:50 +0000 2010","Texas","00303","D000399","Lloyd Doggett","M","Congress","Democrat"
"replobiondo","241207373","RepLoBiondo","Frank LoBiondo","Congressman proudly representing New Jersey's 2nd District. Chairman of House Aviation Subcommittee.",6482,2319,211,"Fri Jan 21 18:28:47 +0000 2011","#SouthJersey","00699","L000554","Frank A. LoBiondo","M","Congress","Republican"
"reploiscapps","292990703","RepLoisCapps","Lois Capps","U.S. Representative from California's 24th Congressional District",7905,2080,2059,"Wed May 04 15:39:31 +0000 2011","California ","01471","C001036","Lois Capps","F","Congress","Democrat"
"reploisfrankel","1077121945","RepLoisFrankel","Rep. Lois Frankel","Representative from Florida's 22nd Congressional",4513,1218,380,"Thu Jan 10 16:58:38 +0000 2013","","02119","F000462","Lois Frankel","F","Congress","Democrat"
"reploubarletta","239871673","RepLouBarletta","Rep. Lou Barletta","Proudly representing Pennsylvania's 11th Congressional District.",8605,1238,1677,"Tue Jan 18 16:37:10 +0000 2011","","02054","B001269","Lou Barletta","M","Congress","Republican"
"reploudermilk","2914163523","RepLoudermilk","Barry Loudermilk","Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",1188,263,251,"Wed Dec 10 18:53:17 +0000 2014","","02238","L000583","Barry Loudermilk","M","Congress","Republican"
"replouiegohmert","22055226","replouiegohmert","Louie Gohmert","Member of Congress, representing the first district of Texas which encompasses over 12 counties stretching nearly 120 miles down the eastern border of Texas.",46134,3347,431,"Thu Feb 26 20:14:28 +0000 2009","","01801","G000552","Louie Gohmert","M","Congress","Republican"
"replowenthal","1055730738","RepLowenthal","Rep. Alan Lowenthal","Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J",4866,1395,2332,"Wed Jan 02 18:11:33 +0000 2013","Long Beach, CA","02111","L000579","Alan S. Lowenthal","M","Congress","Democrat"
"replujangrisham","1061385474","RepLujanGrisham","MichelleLujanGrisham","Proudly serving New Mexico's 1st Congressional District. Serving on House Agriculture, Budget and Oversight & Government Reform Committees.",6732,1746,424,"Fri Jan 04 20:46:03 +0000 2013","Albuquerque, NM","02146","L000580","Michelle Lujan Grisham","F","Congress","Democrat"
"replukemesser","1045853744","RepLukeMesser","Rep. Luke Messer","Congressman for Indiana's 6th Congressional District",4512,1031,686,"Sat Dec 29 20:06:12 +0000 2012","Shelbyville, IN","02130","M001189","Luke Messer","M","Congress","Republican"
"replynnjenkins","19658173","RepLynnJenkins","Lynn Jenkins","Proud to represent the 2nd District of Kansas. Vice Chair of the House Republican Conference. CPA.",14309,4375,4662,"Wed Jan 28 15:54:00 +0000 2009","Topeka","01921","J000290","Lynn Jenkins","F","Congress","Republican"
"repmaloney","258900199","RepMaloney","Carolyn  B. Maloney","New York's 12th Congressional District - Manhattan, Brooklyn & Queens",9632,1654,3297,"Mon Feb 28 19:06:50 +0000 2011","New York City","00729","M000087","Carolyn B. Maloney","F","Congress","Democrat"
"repmarciafudge","153486399","RepMarciaFudge","Marcia L. Fudge","I work on behalf of the people of the 11th District to create jobs, promote quality education, improve access to health care and protect civil rights for all.",13760,2425,1245,"Tue Jun 08 17:54:06 +0000 2010","Cleveland / Akron, OH","01895","F000455","Marcia L. Fudge","F","Congress","Democrat"
"repmarcykaptur","581141508","RepMarcyKaptur","Marcy Kaptur","Office of Congresswoman Marcy Kaptur - - Serving Ohio's 9th District in the United States Congress",4895,963,273,"Tue May 15 16:57:51 +0000 2012","","00616","K000009","Marcy Kaptur","F","Congress","Democrat"
"repmarkmeadows","963480595","RepMarkMeadows","Mark Meadows","I am a businessman, husband and father proudly representing North Carolina's 11th Congressional District.",6441,2202,1572,"Thu Nov 22 02:20:50 +0000 2012","Jackson County, NC","02142","M001187","Mark Meadows","M","Congress","Republican"
"repmarkpocan","1206227149","repmarkpocan","U.S. Rep. Mark Pocan","I am honored to serve the people of Wisconsin's Second District in the U.S. House of Representatives.",5055,1906,1512,"Thu Feb 21 22:59:04 +0000 2013","Madison, WI and Washington, DC","02171","P000607","Mark Pocan","M","Congress","Democrat"
"repmarktakai","2975350155","RepMarkTakai","Mark Takai","Aloha!  Welcome to the official Twitter for Congressman Mark Takai (HI-01) -- husband, father, Hawaii National Guard veteran, public servant.",753,227,241,"Mon Jan 12 21:41:39 +0000 2015","Honolulu / Washington, D.C.","02240","T000473","Mark Takai","M","Congress","Democrat"
"repmarktakano","1037321378","RepMarkTakano","Mark Takano","Representing CA's 41st District - Member of the House Veterans' Affairs Committee & House Education and Workforce Committee",7840,1221,1986,"Wed Dec 26 14:58:17 +0000 2012","Riverside, CA","02110","T000472","Mark Takano","M","Congress","Democrat"
"repmartharoby","224294785","RepMarthaRoby","Rep. Martha Roby ","Congressional Twitter account for U.S. Representative Martha Roby (R-AL)",13655,5495,2119,"Wed Dec 08 16:56:29 +0000 2010","","01986","R000591","Martha Roby","F","Congress","Republican"
"repmattsalmon","1072382221","RepMattSalmon","Matt Salmon","Proudly representing the 5th District of #AZ in Congress #AZ05 Visit my page at http://t.co/eZcoaxUDKb",6967,2671,2540,"Wed Jan 09 00:05:57 +0000 2013","","01009","S000018","Matt Salmon","M","Congress","Republican"
"repmcclintock","50152441","RepMcClintock","Tom McClintock","United States Representative, 4th District of California",8510,250,0,"Wed Jun 24 00:21:07 +0000 2009","Washington, DC","01908","M001177","Tom McClintock","M","Congress","Republican"
"repmcgovern","242426145","RepMcGovern","Rep. Jim McGovern","Official Twitter account for Congressman Jim McGovern, of Massachusetts' 2nd Congressional District.",13009,2404,504,"Mon Jan 24 19:18:36 +0000 2011","Massachusetts","01504","M000312","James P. McGovern","M","Congress","Democrat"
"repmckinley","240427862","RepMcKinley","David B. McKinley","Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee.",7892,2745,202,"Wed Jan 19 22:29:00 +0000 2011","","02074","M001180","David B. McKinley","M","Congress","Republican"
"repmcnerney","385429543","RepMcNerney","Jerry McNerney","Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J",5074,713,489,"Wed Oct 05 13:52:58 +0000 2011","Stockton, CA","01832","M001166","Jerry McNerney","M","Congress","Democrat"
"repmcsally","2964949642","RepMcSally","Martha McSally","Honored to represent the people of Arizona's Second Congressional District in the U.S House of Representatives.",1581,372,373,"Tue Jan 06 20:39:37 +0000 2015","Southern Arizona","02225","M001197","Martha McSally","F","Congress","Republican"
"repmeehan","248850174","RepMeehan","Patrick Meehan","Proudly representing Pennsylvania's 7th District in the U.S. House of Representatives",8001,2667,940,"Mon Feb 07 21:19:34 +0000 2011","","02052","M001181","Patrick Meehan","M","Congress","Republican"
"repmgriffith","234057152","RepMGriffith","Morgan Griffith","Congressman Griffith represents the 9th District of Virginia in the U.S. House of Representatives.",7862,811,409,"Tue Jan 04 19:05:24 +0000 2011","9th District of Virginia","02070","G000568","H. Morgan Griffith","M","Congress","Republican"
"repmialove","2976598347","RepMiaLove","Rep. Mia Love","Official account for Congresswoman Mia Love, Utah's 4th District",2968,97,15,"Tue Jan 13 15:44:28 +0000 2015","Saratoga Springs, UT","02271","L000584","Mia B. Love","F","Congress","Republican"
"repmickmulvaney","240385577","RepMickMulvaney","Rep. Mick Mulvaney","",9270,1156,6152,"Wed Jan 19 20:18:39 +0000 2011","South Carolina's 5th District","02059","M001182","Mick Mulvaney","M","Congress","Republican"
"repmikebishop","2914571740","RepMikeBishop","Mike Bishop","Official account for Congressman Mike Bishop #MI08. Serving on @HouseJudiciary and @EdWorkforce Committees.",1268,280,296,"Wed Dec 10 22:19:34 +0000 2014","Rochester, MI","02249","B001293","Mike Bishop","M","Congress","Republican"
"repmikecoffman","19407835","RepMikeCoffman","Rep. Mike Coffman","Member of Congress representing Colorado's 6th District; Marine Corps combat veteran; 30 Rock fan. RTs/follows do not mean endorsement.",14473,1728,1311,"Fri Jan 23 19:04:01 +0000 2009","Aurora, CO or Washington D.C.","01912","C001077","Mike Coffman","M","Congress","Republican"
"repmikehonda","16583468","RepMikeHonda","Rep. Mike Honda","Congressman Mike Honda for CA17-Silicon Valley. Lover of languages and cultures. Native Californian. South Bay is home. #ProudJichan",18080,1732,871,"Fri Oct 03 20:18:31 +0000 2008","Santa Clara, CA","01634","H001034","Michael M. Honda","M","Congress","Democrat"
"repmikepompeo","244268646","RepMikePompeo","Mike Pompeo","U.S. Congressman representing KS-04. West Point. General Aviation. Manufacturing. Energy. Free markets. My staff helps me on Twitter. RTs aren't endorsements.",7687,2208,1343,"Fri Jan 28 22:54:50 +0000 2011","","02022","P000602","Mike Pompeo","M","Congress","Republican"
"repmikequigley","56864092","RepMikeQuigley","Mike Quigley","#IL05 Congressman, House Appropriator, amatuer hockey player & hopeful Cubs fan http://t.co/5yN2YpERXm
http://t.co/FMe57EKNia",10908,4990,1794,"Wed Jul 15 00:10:43 +0000 2009","Chicago, IL; Washington, DC","01967","Q000023","Mike Quigley","M","Congress","Democrat"
"repmikerogersal","33977070","RepMikeRogersAL","Mike Rogers","I am proud to represent Alabama's Third Congressional District.",11719,2272,2812,"Tue Apr 21 17:43:28 +0000 2009","Washington, D.C./Anniston, AL","01704","R000575","Mike Rogers","M","Congress","Republican"
"repmiketurner","51228911","RepMikeTurner","US Rep. Mike Turner","I proudly represent the Tenth District of Ohio. Montgomery County, Greene County and Fayette County. #OH10",6671,1684,1169,"Fri Jun 26 21:15:07 +0000 2009","Washington, DC and Dayton, OH","01741","T000463","Michael R. Turner","M","Congress","Republican"
"repmimiwalters","47798449","RepMimiWalters","Mimi Walters","Wife, mother of 4 awesome children, and in my spare time - Congresswoman to #CA45.",3503,1726,940,"Wed Jun 17 00:59:59 +0000 2009","Irvine, CA","02232","W000820","Mimi Walters","F","Congress","Republican"
"repmobrooks","237299871","RepMoBrooks","Mo Brooks","Thanks for following me. I'm the Congressman for Alabama's Fifth District and this is my official Twitter page. It's an honor to serve you.",8540,690,1956,"Wed Jan 12 14:46:14 +0000 2011","Alabama","01987","B001274","Mo Brooks","M","Congress","Republican"
"repmoolenaar","2696643955","RepMoolenaar","Rep. John Moolenaar","Representing Michigan's Fourth Congressional District. This is the Twitter page of the official House office.",852,265,143,"Thu Jul 31 21:09:14 +0000 2014","","02248","M001194","John R. Moolenaar","M","Congress","Republican"
"repmullin","1060370282","RepMullin","Markwayne Mullin","Father of five. Small business owner. Honored to represent Oklahoma’s conservative values in Congress.",5074,1321,1068,"Fri Jan 04 12:43:55 +0000 2013","Oklahoma","02156","M001190","Markwayne Mullin","M","Congress","Republican"
"repmurphyfl","1128781184","RepMurphyFL","Rep. Patrick Murphy","Rep. Patrick E. Murphy represents Martin, St. Lucie, and northern Palm Beach counties in the U.S. House of Representatives.",5150,1260,701,"Mon Jan 28 17:56:38 +0000 2013","Florida 18","02117","M001191","Patrick Murphy","M","Congress","Democrat"
"repnewhouse","2930635215","RepNewhouse","Rep Dan Newhouse","Proud to represent Washington's 4th District in the U.S. Congress",940,194,535,"Thu Dec 18 20:19:23 +0000 2014","","02275","N000189","Dan Newhouse","M","Congress","Republican"
"reppaulcook","1074412920","RepPaulCook","Rep. Paul Cook","Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi",3183,1126,1092,"Wed Jan 09 17:43:44 +0000 2013","Apple Valley, California ","02103","C001094","Paul Cook","M","Congress","Republican"
"reppaulryan","18916432","RepPaulRyan","Paul Ryan","Office of Representative Paul Ryan. Staff updates on Paul’s work for Wisconsin and @WaysandMeansGOP.  Follow Paul himself @PRyan.",446301,1460,2,"Mon Jan 12 21:31:25 +0000 2009","Janesville, WI","01560","R000570","Paul Ryan","M","Congress","Republican"
"reppaultonko","84119348","RepPaulTonko","Paul Tonko","Promoting jobs, innovation and middle class for NY-20 in Congress. RT or follows are not endorsements. Account managed by staff & Rep. Tonko.",9672,5575,1445,"Wed Oct 21 17:24:57 +0000 2009","","01942","T000469","Paul Tonko","M","Congress","Democrat"
"repperlmutter","20552026","RepPerlmutter","Rep Ed Perlmutter","Member of US House of Representatives",11241,1715,1255,"Tue Feb 10 22:17:52 +0000 2009","7th District of Colorado","01835","P000593","Ed Perlmutter","M","Congress","Democrat"
"reppeteaguilar","3018670151","RepPeteAguilar","Pete Aguilar","Pete Aguilar represents CA’s 31st Congressional District. A former Mayor, Rep. Aguilar is committed to strengthening the Inland Empire’s middle class.",489,131,105,"Wed Feb 04 21:01:23 +0000 2015","San Bernardino, CA","02229","A000371","Pete Aguilar","M","Congress","Democrat"
"reppeteking","18277655","RepPeteKing","Rep. Pete King","Representing New York's 2nd Congressional District",19895,2038,98,"Sun Dec 21 02:49:32 +0000 2008","Seaford, New York","00635","K000210","Peter T. King","M","Congress","Republican"
"reppeterdefazio","252249233","RepPeterDeFazio","Rep Peter DeFazio","Representing the 4th Congressional District in Oregon",9458,712,746,"Mon Feb 14 20:20:20 +0000 2011","","00279","D000191","Peter A. DeFazio","M","Congress","Democrat"
"reppittenger","950328072","reppittenger","Rep Robert Pittenger","Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",3994,3974,1196,"Thu Nov 15 19:31:22 +0000 2012","","02141","P000606","Robert Pittenger","M","Congress","Republican"
"reppoliquin","2932617195","RepPoliquin","Rep. Bruce Poliquin","Proudly serving Maine's Second Congressional District",1101,459,304,"Fri Dec 19 21:32:47 +0000 2014","","02247","P000611","Bruce Poliquin","M","Congress","Republican"
"repratcliffe","2847221717","RepRatcliffe","John Ratcliffe","Heath Resident, @SMU Grad, Chairman of Subcommittee on Cybersecurity @HouseHomeland & on @HouseJudiciary - 4th District of Texas U.S. Rep. RTs ≠ endorsements",997,342,163,"Mon Oct 27 20:20:35 +0000 2014","","02268","R000601","John Ratcliffe","M","Congress","Republican"
"repraulgrijalva","28602948","RepRaulGrijalva","Raul M. Grijalva","",13931,2026,274,"Fri Apr 03 16:55:32 +0000 2009","Washington, D.C.","01708","G000551","Raúl M. Grijalva","M","Congress","Democrat"
"repreneeellmers","213634439","RepReneeEllmers","Rep. Renee Ellmers","I am honored to serve the Second District of North Carolina in the United States Congress. Follow my work in Washington and #NC02.",15144,5685,6497,"Tue Nov 09 12:15:55 +0000 2010","NC's Second District","02036","E000291","Renee L. Ellmers","F","Congress","Republican"
"repribble","234053893","RepRibble","Reid Ribble","Proudly serving as the Representative for Wisconsin's 8th Congressional District.",7787,1257,1530,"Tue Jan 04 18:55:59 +0000 2011","Appleton, WI","02073","R000587","Reid J. Ribble","M","Congress","Republican"
"reprichardhanna","236899846","RepRichardHanna","Rep. Richard Hanna","A self-made businessman, husband and father committed to representing the people of New York's 22nd Congressional District.",8344,2826,456,"Tue Jan 11 16:34:58 +0000 2011","","02044","H001051","Richard L. Hanna","M","Congress","Republican"
"reprichardneal","442824717","RepRichardNeal","Rep. Richard Neal","Serving the First Congressional District of Massachusetts in the United States House of Representatives, with 87 cities and towns in western & central MA",3933,606,15,"Wed Dec 21 14:18:30 +0000 2011","","00854","N000015","Richard E. Neal","M","Congress","Democrat"
"reprichhudson","935033864","RepRichHudson","Richard Hudson","Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.",5297,2596,1265,"Thu Nov 08 17:41:00 +0000 2012","Concord, NC","02140","H001067","Richard Hudson","M","Congress","Republican"
"reprichmond","267854863","RepRichmond","Rep Cedric Richmond","Representing the 2nd Congressional District of Louisiana and the Who Dat Nation.",7088,1543,862,"Thu Mar 17 17:30:45 +0000 2011","","02023","R000588","Cedric L. Richmond","M","Congress","Democrat"
"reprichnugent","236479311","RepRichNugent","Rich Nugent","Proudly Representing Florida's 11th Congressional District",3013,65,170,"Mon Jan 10 17:48:59 +0000 2011","FL-11 and Washington DC","02001","N000185","Richard B. Nugent","M","Congress","Republican"
"reprickallen","2964287128","RepRickAllen","Rick W. Allen","Proudly representing Georgia's 12th Congressional District",816,163,68,"Tue Jan 06 14:45:18 +0000 2015","Augusta, GA and Washington, DC","02239","A000372","Rick W. Allen","M","Congress","Republican"
"reprickcrawford","233693291","RepRickCrawford","Rep Rick Crawford","Representing Arkansas's First District in the United States Congress",8668,2296,1254,"Mon Jan 03 21:57:49 +0000 2011","Washington, DC","01989","C001087","Eric A. ""Rick"" Crawford","M","Congress","Republican"
"repricklarsen","404132211","RepRickLarsen","Rep. Rick Larsen","Born and raised in Arlington, Wash.
Ranking Member, Aviation Subcommittee",4824,3123,1292,"Thu Nov 03 13:59:42 +0000 2011","Washington's 2nd District","01675","L000560","Rick Larsen","M","Congress","Democrat"
"reprobbishop","148006729","RepRobBishop","Rob Bishop","",1445,0,95,"Tue May 25 16:02:26 +0000 2010","Brigham City or D.C.","01753","B001250","Rob Bishop","M","Congress","Republican"
"reproberthurt","234837632","RepRobertHurt","Rep. Robert Hurt ","Congressman For Virginia's 5th District. You can also keep up with me on Facebook: http://t.co/jbrBps97xV",7903,2069,628,"Thu Jan 06 18:01:58 +0000 2011","","02069","H001060","Robert Hurt","M","Congress","Republican"
"reprobinkelly","1339931490","RepRobinKelly","Robin Kelly","Official Twitter account for Robin Kelly, U.S. Representative for IL's 2nd District and chairwoman of the Congressional Black Caucus Health Braintrust.",2429,946,370,"Tue Apr 09 19:02:01 +0000 2013","","02190","K000385","Robin L. Kelly","F","Congress","Democrat"
"reprodblum","2965083477","RepRodBlum","Congressman Rod Blum","Official Account Of Iowa's 1st District Congressman Rod Blum. Member of @GOPoversight & the House Budget Committee #IA01",1697,235,759,"Tue Jan 06 22:59:49 +0000 2015","Northeast Iowa","02241","B001294","Rod Blum","M","Congress","Republican"
"repronkind","112740986","RepRonKind","Rep. Ron Kind","Member of the U.S. House of Representatives from Wisconsin's Third Congressional District.",6927,835,557,"Tue Feb 09 15:14:02 +0000 2010","Washington, DC","01498","K000188","Ron Kind","M","Congress","Democrat"
"reproybalallard","479872233","RepRoybalAllard","Rep. Roybal-Allard","Proudly representing the 40th District of California",3904,1527,527,"Tue Jan 31 21:30:43 +0000 2012","","00997","R000486","Lucille Roybal-Allard","F","Congress","Democrat"
